id,producto_nombre,categoria,modelo,descripcion,precio_publico,precio_mayoreo,imagen_path,video_path,website_present,app_present,website_precio_publico,website_precio_mayoreo,app_precio_publico,app_precio_mayoreo,image_exists,video_exists,price_status,category_status,product_status,estado,source,last_checked
iphone-incell-14,Pantalla para iPhone 14,Pantallas iPhone INCELL,iPhone 14 INCELL FHD,INCELL FHD para iPhone 14. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,205,190,/assets/products/iphone-incell/14/main.jpg,/assets/products/iphone-incell/14/video-01.mp4,yes,yes,205,190,205,190,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-14plus,Pantalla para iPhone 14 Plus,Pantallas iPhone INCELL,iPhone 14 Plus INCELL FHD,INCELL FHD para iPhone 14 Plus. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,240,225,/assets/products/iphone-incell/14plus/main.jpg,/assets/products/iphone-incell/14plus/video-01.mp4,yes,yes,240,225,240,225,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-14pro,Pantalla para iPhone 14 Pro,Pantallas iPhone INCELL,iPhone 14 Pro INCELL FHD,INCELL FHD para iPhone 14 Pro. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,245,230,/assets/products/iphone-incell/14pro/main.jpg,/assets/products/iphone-incell/14pro/video-01.mp4,yes,yes,245,230,245,230,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-14promax,Pantalla para iPhone 14 Pro Max,Pantallas iPhone INCELL,iPhone 14 Pro Max INCELL FHD,INCELL FHD para iPhone 14 Pro Max. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,260,245,/assets/products/iphone-incell/14promax/main.jpg,/assets/products/iphone-incell/14promax/video-01.mp4,yes,yes,260,245,260,245,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-15,Pantalla para iPhone 15,Pantallas iPhone INCELL,iPhone 15 INCELL FHD,INCELL FHD para iPhone 15. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,260,240,/assets/products/iphone-incell/15/main.jpg,/assets/products/iphone-incell/15/video-01.mp4,yes,yes,260,240,260,240,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-15plus,Pantalla para iPhone 15 Plus,Pantallas iPhone INCELL,iPhone 15 Plus INCELL FHD,INCELL FHD para iPhone 15 Plus. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,260,240,/assets/products/iphone-incell/15plus/main.jpg,/assets/products/iphone-incell/15plus/video-01.mp4,yes,yes,260,240,260,240,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-15pro,Pantalla para iPhone 15 Pro,Pantallas iPhone INCELL,iPhone 15 Pro INCELL FHD,INCELL FHD para iPhone 15 Pro. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,250,235,/assets/products/iphone-incell/15pro/main.jpg,/assets/products/iphone-incell/15pro/video-01.mp4,yes,yes,250,235,250,235,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-15promax,Pantalla para iPhone 15 Pro Max,Pantallas iPhone INCELL,iPhone 15 Pro Max INCELL FHD,INCELL FHD para iPhone 15 Pro Max. Cotiza por cantidad y confirma la versión correcta por WhatsApp.,260,245,/assets/products/iphone-incell/15promax/main.jpg,/assets/products/iphone-incell/15promax/video-01.mp4,yes,yes,260,245,260,245,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-16,Pantalla para iPhone 16,Pantallas iPhone INCELL,iPhone 16 INCELL FHD,"INCELL FHD para iPhone 16. Confirma versión correcta, cantidad y condiciones por WhatsApp.",280,260,/assets/products/iphone-incell/16/main.jpg,/assets/products/iphone-incell/16/video-01.mp4,yes,yes,280,260,280,260,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-16e,Pantalla para iPhone 16e,Pantallas iPhone INCELL,iPhone 16e INCELL FHD,"INCELL FHD para iPhone 16e. Confirma versión correcta, cantidad y condiciones por WhatsApp.",245,230,/assets/products/iphone-incell/16e/main.jpg,/assets/products/iphone-incell/16e/video-01.mp4,yes,yes,245,230,245,230,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-16plus,Pantalla para iPhone 16 Plus,Pantallas iPhone INCELL,iPhone 16 Plus INCELL FHD,"INCELL FHD para iPhone 16 Plus. Confirma versión correcta, cantidad y condiciones por WhatsApp.",280,260,/assets/products/iphone-incell/16plus/main.jpg,/assets/products/iphone-incell/16plus/video-01.mp4,yes,yes,280,260,280,260,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-16pro,Pantalla para iPhone 16 Pro,Pantallas iPhone INCELL,iPhone 16 Pro INCELL FHD,"INCELL FHD para iPhone 16 Pro. Confirma versión correcta, cantidad y condiciones por WhatsApp.",455,425,/assets/products/iphone-incell/16pro/main.jpg,/assets/products/iphone-incell/16pro/video-01.mp4,yes,yes,455,425,455,425,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-16promax,Pantalla para iPhone 16 Pro Max,Pantallas iPhone INCELL,iPhone 16 Pro Max INCELL FHD,"INCELL FHD para iPhone 16 Pro Max. Confirma versión correcta, cantidad y condiciones por WhatsApp.",455,425,/assets/products/iphone-incell/16promax/main.jpg,/assets/products/iphone-incell/16promax/video-01.mp4,yes,yes,455,425,455,425,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-17,Pantalla para iPhone 17,Pantallas iPhone INCELL,iPhone 17 INCELL FHD,"INCELL FHD para iPhone 17. Confirma versión correcta, cantidad y condiciones por WhatsApp.",555,520,/assets/products/iphone-incell/17/main.jpg,,yes,yes,555,520,555,520,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-17air,Pantalla para iPhone 17 Air,Pantallas iPhone INCELL,iPhone 17 Air INCELL FHD,"INCELL FHD para iPhone 17 Air. Confirma versión correcta, cantidad y condiciones por WhatsApp.",1040,975,/assets/products/iphone-incell/17air/main.jpg,,yes,yes,1040,975,1040,975,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-17e,Pantalla para iPhone 17E,Pantallas iPhone INCELL,iPhone 17E INCELL FHD,INCELL FHD para reparación de iPhone 17E. Cotiza cantidad y confirma compatibilidad por WhatsApp.,245,230,/assets/products/placeholder.svg,,yes,yes,245,230,245,230,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-17pro,Pantalla para iPhone 17 Pro,Pantallas iPhone INCELL,iPhone 17 Pro INCELL FHD,"INCELL FHD para iPhone 17 Pro. Confirma versión correcta, cantidad y condiciones por WhatsApp.",555,520,/assets/products/iphone-incell/17pro/main.jpg,,yes,yes,555,520,555,520,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-17promax,Pantalla para iPhone 17 Pro Max,Pantallas iPhone INCELL,iPhone 17 Pro Max INCELL FHD,"INCELL FHD para iPhone 17 Pro Max. Confirma versión correcta, cantidad y condiciones por WhatsApp.",555,520,/assets/products/iphone-incell/17promax/main.jpg,/assets/products/iphone-incell/17promax/video-01.mp4,yes,yes,555,520,555,520,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-x,Pantalla para iPhone X,Pantallas iPhone INCELL,iPhone X INCELL FHD,INCELL FHD para reparación de iPhone X. Cotiza cantidad y confirma la versión correcta por WhatsApp.,160,155,/assets/products/iphone-incell/x/main.jpg,/assets/products/iphone-incell/x/video-01.mp4,yes,yes,160,155,160,155,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-xr,Pantalla para iPhone XR,Pantallas iPhone INCELL,iPhone XR INCELL FHD,"Pantalla para iPhone XR INCELL FHD versión estándar para reparación celular en México. Esta versión se cotiza por separado de XR Bolsa Protectora. Disponible para técnicos, tiendas y mayoreo HAODE con confirmación por WhatsApp antes de ordenar.",160,150,/assets/products/iphone-incell/xr/main.jpg,/assets/products/iphone-incell/xr/video-01.mp4,yes,yes,160,150,160,150,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-xr-bolsa-protectora,Pantalla para iPhone XR Bolsa Protectora,Pantallas iPhone INCELL,iPhone XR Bolsa Protectora INCELL FHD,"Pantalla para iPhone XR Bolsa Protectora INCELL FHD para reparación celular en México. Esta versión usa bolsa protectora de espuma y se cotiza por separado de la versión estándar, con precio de Caja confirmado en $135 MXN por pieza. Consulta disponibilidad actual, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",155,145,/assets/products/iphone-incell/xr-bolsa-protectora/main.jpg,/assets/products/iphone-incell/xr-bolsa-protectora/video-01.mp4,yes,yes,155,145,155,145,yes,yes,OK,OK,OK,Activo,website:data/products.generated.js|app/products.json|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-xs,Pantalla para iPhone XS,Pantallas iPhone INCELL,iPhone XS INCELL FHD,INCELL FHD para reparación de iPhone XS. Cotiza cantidad y confirma la versión correcta por WhatsApp.,160,155,/assets/products/iphone-incell/xs/main.jpg,/assets/products/iphone-incell/xs/video-01.mp4,yes,yes,160,155,160,155,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-xsmax,Pantalla para iPhone XS Max,Pantallas iPhone INCELL,iPhone XS Max INCELL FHD,INCELL FHD para reparación de iPhone XS Max. Cotiza cantidad y confirma la versión correcta por WhatsApp.,175,165,/assets/products/iphone-incell/xsmax/main.jpg,/assets/products/iphone-incell/xsmax/video-01.mp4,yes,yes,175,165,175,165,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-11promax,Pantalla para iPhone 11 Pro Max,Pantallas iPhone OLED,iPhone 11 Pro Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone 11 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,620,600,/assets/products/iphone-oled/11promax/main.jpg,/assets/products/iphone-oled/11promax/video-01.mp4,yes,yes,620,600,620,600,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-12-12pro,Pantalla para iPhone 12 / 12 Pro,Pantallas iPhone OLED,iPhone 12 / 12 Pro OLED PREMIUM,OLED PREMIUM para reparación de iPhone 12 / 12 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,655,640,/assets/products/iphone-oled/12-12pro/main.jpg,/assets/products/iphone-oled/12-12pro/video-01.mp4,yes,yes,655,640,655,640,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-12promax,Pantalla para iPhone 12 Pro Max,Pantallas iPhone OLED,iPhone 12 Pro Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone 12 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,620,605,/assets/products/iphone-oled/12promax/main.jpg,/assets/products/iphone-oled/12promax/video-01.mp4,yes,yes,620,605,620,605,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-13,Pantalla para iPhone 13,Pantallas iPhone OLED,iPhone 13 OLED PREMIUM,OLED PREMIUM para reparación de iPhone 13. Cotiza cantidad y confirma compatibilidad por WhatsApp.,530,515,/assets/products/iphone-oled/13/main.jpg,/assets/products/iphone-oled/13/video-01.mp4,yes,yes,530,515,530,515,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-13pro,Pantalla para iPhone 13 Pro,Pantallas iPhone OLED,iPhone 13 Pro OLED PREMIUM,OLED PREMIUM para reparación de iPhone 13 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,620,605,/assets/products/iphone-oled/13pro/main.jpg,/assets/products/iphone-oled/13pro/video-01.mp4,yes,yes,620,605,620,605,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-13promax,Pantalla para iPhone 13 Pro Max,Pantallas iPhone OLED,iPhone 13 Pro Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone 13 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,640,620,/assets/products/iphone-oled/13promax/main.jpg,/assets/products/iphone-oled/13promax/video-01.mp4,yes,yes,640,620,640,620,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-14,Pantalla para iPhone 14,Pantallas iPhone OLED,iPhone 14 OLED PREMIUM,OLED PREMIUM para reparación de iPhone 14. Cotiza cantidad y confirma compatibilidad por WhatsApp.,530,515,/assets/products/iphone-oled/14/main.jpg,/assets/products/iphone-oled/14/video-01.mp4,yes,yes,530,515,530,515,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-14plus,Pantalla para iPhone 14 Plus,Pantallas iPhone OLED,iPhone 14 Plus OLED PREMIUM,OLED PREMIUM para reparación de iPhone 14 Plus. Cotiza cantidad y confirma compatibilidad por WhatsApp.,940,920,/assets/products/iphone-oled/14plus/main.jpg,/assets/products/iphone-oled/14plus/video-01.mp4,yes,yes,940,920,940,920,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-14pro,Pantalla para iPhone 14 Pro,Pantallas iPhone OLED,iPhone 14 Pro OLED PREMIUM,OLED PREMIUM para reparación de iPhone 14 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1025,1000,/assets/products/iphone-oled/14pro/main.jpg,/assets/products/iphone-oled/14pro/video-01.mp4,yes,yes,1025,1000,1025,1000,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-14promax,Pantalla para iPhone 14 Pro Max,Pantallas iPhone OLED,iPhone 14 Pro Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone 14 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,620,605,/assets/products/iphone-oled/14promax/main.jpg,/assets/products/iphone-oled/14promax/video-01.mp4,yes,yes,620,605,620,605,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-15,Pantalla para iPhone 15,Pantallas iPhone OLED,iPhone 15 OLED PREMIUM,OLED PREMIUM para reparación de iPhone 15. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1025,1000,/assets/products/iphone-oled/15/main.jpg,/assets/products/iphone-oled/15/video-01.mp4,yes,yes,1025,1000,1025,1000,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-15promax,Pantalla para iPhone 15 Pro Max,Pantallas iPhone OLED,iPhone 15 Pro Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone 15 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,935,910,/assets/products/iphone-oled/15promax/main.jpg,/assets/products/iphone-oled/15promax/video-01.mp4,yes,yes,935,910,935,910,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-16e,Pantalla para iPhone 16E,Pantallas iPhone OLED,iPhone 16E OLED PREMIUM,OLED PREMIUM para reparación de iPhone 16E. Cotiza cantidad y confirma compatibilidad por WhatsApp.,600,585,/assets/products/placeholder.svg,,yes,yes,600,585,600,585,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-16pro,Pantalla para iPhone 16 Pro,Pantallas iPhone OLED,iPhone 16 Pro OLED PREMIUM,OLED PREMIUM para reparación de iPhone 16 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,845,825,/assets/products/iphone-oled/16pro/main.jpg,/assets/products/iphone-oled/16pro/video-01.mp4,yes,yes,845,825,845,825,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-16promax,Pantalla para iPhone 16 Pro Max Soft OLED,Pantallas iPhone OLED,iPhone 16 Pro Max SOFT OLED PREMIUM MOVE IC,SOFT OLED PREMIUM MOVE IC para reparación de iPhone 16 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1805,1760,/assets/products/iphone-oled/16promax/main.jpg,/assets/products/iphone-oled/16promax/video-01.mp4,yes,yes,1805,1760,1805,1760,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-16promax-hard,Pantalla para iPhone 16 Pro Max Hard OLED,Pantallas iPhone OLED,iPhone 16 Pro Max OLED PREMIUM MOVE IC,OLED PREMIUM MOVE IC para reparación de iPhone 16 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,845,825,/assets/products/iphone-oled/16promax-hard/main.jpg,/assets/products/iphone-oled/16promax-hard/video-01.mp4,yes,yes,845,825,845,825,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-soft-14,Pantalla para iPhone 14,Pantallas iPhone OLED,iPhone 14 SOFT OLED PREMIUM,SOFT OLED PREMIUM para reparación de iPhone 14. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1070,1040,/assets/products/placeholder.svg,,yes,yes,1070,1040,1070,1040,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-soft-14-plus,Pantalla para iPhone 14 plus,Pantallas iPhone OLED,iPhone 14 plus SOFT OLED PREMIUM,SOFT OLED PREMIUM para reparación de iPhone 14 plus. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1070,1040,/assets/products/placeholder.svg,,yes,yes,1070,1040,1070,1040,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-soft-15pro,Pantalla para iPhone 15PRO,Pantallas iPhone OLED,iPhone 15PRO SOFT OLED PREMIUM,SOFT OLED PREMIUM para reparación de iPhone 15PRO. Cotiza cantidad y confirma compatibilidad por WhatsApp.,1025,1000,/assets/products/placeholder.svg,,yes,yes,1025,1000,1025,1000,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-oled-xsmax,Pantalla para iPhone XS Max,Pantallas iPhone OLED,iPhone XS Max OLED PREMIUM,OLED PREMIUM para reparación de iPhone XS Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,540,525,/assets/products/iphone-oled/xsmax/main.jpg,/assets/products/iphone-oled/xsmax/video-01.mp4,yes,yes,540,525,540,525,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
mica-hd,MICA HD,Micas,Paquete 50 pzs,"Mica transparente para corte profesional. Ideal para uso diario y alta claridad.

Beneficios:
- Alta transparencia
- Protección diaria
- Compatible con corte profesional
- Paquete de 50 pzs",350,300,/assets/products/micas/hd/main.png,,yes,yes,350,300,350,300,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
mica-matte,MICA MATTE,Micas,Paquete 50 pzs,"Mica matte con acabado suave y antirreflejo para uso diario.

Beneficios:
- Acabado mate
- Menos reflejo
- Tacto suave
- Protección diaria
- Paquete de 50 pzs",350,300,/assets/products/micas/matte/main.png,,yes,yes,350,300,350,300,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
mica-privacidad-hd,MICA PRIVACIDAD HD,Micas,Paquete 50 pzs,"Mica de privacidad HD para proteger la información en lugares públicos.

Beneficios:
- Privacidad lateral
- Protección visual
- Uso diario
- Acabado limpio
- Paquete de 50 pzs",800,750,/assets/products/micas/privacidad-hd/main.png,,yes,yes,800,750,800,750,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
mica-privacidad-matte,MICA PRIVACIDAD MATTE,Micas,Paquete 50 pzs,"Mica de privacidad matte con acabado antirreflejo y protección visual.

Beneficios:
- Privacidad lateral
- Acabado matte
- Menos reflejo
- Protección diaria
- Paquete de 50 pzs",800,750,/assets/products/micas/privacidad-matte/main.png,,yes,yes,800,750,800,750,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
x200t-cortadora-micas,HAODE X200T Cortadora Inteligente de Micas,Micas,X200T,Maquina inteligente para corte de micas compatible con catalogo amplio de modelos. Ideal para tiendas de reparacion y negocios de accesorios.,6000,5800,/assets/products/cut-machine/x200t/main.jpg,,yes,yes,6000,5800,6000,5800,yes,no,OK,OK,OK,Activo,app/products.json|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-pantalla-oled-diagnostica-modelo-11-pro-max,HAODE Pantalla OLED Diagnóstica - Modelo 11 Pro Max,Pantallas OLED Diagnóstica,Modelo 11 Pro Max,OLED diagnóstica para reparación de iPhone 11 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,685,640,/assets/products/oled-diagnostica/11-pro-max.png,/assets/products/oled-diagnostica/video-01.mp4,yes,yes,685,640,685,640,yes,yes,OK,OK,OK,Activo,boss_confirmed_2026-06-20_oled_diagnostica_tier_prices|app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-pantalla-oled-diagnostica-modelo-12-12-pro,HAODE Pantalla OLED Diagnóstica - Modelo 12 / 12 Pro,Pantallas OLED Diagnóstica,Modelo 12 / 12 Pro,OLED diagnóstica para reparación de iPhone 12 / 12 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,760,710,/assets/products/oled-diagnostica/12-12-pro.png,/assets/products/oled-diagnostica/video-01.mp4,yes,yes,760,710,760,710,yes,yes,OK,OK,OK,Activo,boss_confirmed_2026-06-20_oled_diagnostica_tier_prices|app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-pantalla-oled-diagnostica-modelo-12-pro-max,HAODE Pantalla OLED Diagnóstica - Modelo 12 Pro Max,Pantallas OLED Diagnóstica,Modelo 12 Pro Max,OLED diagnóstica para reparación de iPhone 12 Pro Max. Cotiza cantidad y confirma compatibilidad por WhatsApp.,900,840,/assets/products/oled-diagnostica/12-pro-max.png,/assets/products/oled-diagnostica/video-01.mp4,yes,yes,900,840,900,840,yes,yes,OK,OK,OK,Activo,boss_confirmed_2026-06-20_oled_diagnostica_tier_prices|app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-pantalla-oled-diagnostica-modelo-13,HAODE Pantalla OLED Diagnóstica - Modelo 13,Pantallas OLED Diagnóstica,Modelo 13,OLED diagnóstica para reparación de iPhone 13. Cotiza cantidad y confirma compatibilidad por WhatsApp.,890,830,/assets/products/oled-diagnostica/13-13-pro.png,/assets/products/oled-diagnostica/video-01.mp4,yes,yes,890,830,890,830,yes,yes,OK,OK,OK,Activo,boss_confirmed_2026-06-20_oled_diagnostica_tier_prices|app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-pantalla-oled-diagnostica-modelo-13-pro,HAODE Pantalla OLED Diagnóstica - Modelo 13 Pro,Pantallas OLED Diagnóstica,Modelo 13 Pro,OLED diagnóstica para reparación de iPhone 13 Pro. Cotiza cantidad y confirma compatibilidad por WhatsApp.,980,915,/assets/products/oled-diagnostica/13-13-pro.png,/assets/products/oled-diagnostica/video-01.mp4,yes,yes,980,915,980,915,yes,yes,OK,OK,OK,Activo,boss_confirmed_2026-06-20_oled_diagnostica_tier_prices|app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
